Time_ms;Pressure_Pa;Pressure_dPaPerSec;AccelX_mg;AccelY_mg;AccelZ_mg;GyroX_dps;GyroY_dps;GyroZ_dps;IMU_Moving
122638;100162.66;-7.047;-3.91;1.95;1008.30;1.31;-0.44;1.42;0
122740;100163.63;9.498;-12.21;1.46;1008.30;0.76;2.26;-0.71;0
122842;100163.00;-6.127;-16.11;-6.35;1009.77;1.02;-0.52;-2.85;0
122944;100162.30;-6.893;-11.72;6.84;990.23;0.18;2.17;0.14;0
123046;100162.08;-2.145;-13.18;2.44;994.14;2.43;-1.89;-1.87;0
123148;100162.69;5.974;-7.81;9.77;1003.91;1.53;-1.60;0.21;0
123250;100161.98;-6.893;-7.81;7.81;1004.39;0.56;3.11;-1.54;0
123352;100161.80;-1.838;-13.67;1.46;988.77;1.21;0.90;-0.99;0
123454;100163.14;13.174;-11.23;-0.98;992.68;1.55;0.79;-1.47;0
123556;100163.02;-1.225;-8.79;5.86;999.51;0.73;1.44;-2.81;0
123658;100162.45;-5.515;-4.88;8.30;997.56;-0.27;0.51;0.80;0
123760;100163.14;6.740;-10.25;-5.37;1000.49;1.78;1.63;-1.50;0
123862;100163.47;3.217;0.00;3.91;1003.42;1.33;-1.64;-2.24;0
123964;100163.05;-4.136;5.37;6.35;1002.93;0.69;2.34;-0.44;0
124066;100163.98;9.191;-10.25;2.93;1012.21;0.44;1.76;0.00;0
124168;100162.63;-13.327;-7.32;-4.88;984.86;-0.22;0.60;-4.25;0
124270;100161.39;-12.102;-9.77;-0.98;1017.58;1.61;0.19;0.33;0
124372;100162.52;11.029;-8.30;11.72;1012.70;-0.37;0.59;-0.20;0
124474;100163.19;6.587;0.49;-1.95;992.68;0.94;1.95;0.53;0
124576;100162.41;-7.659;-14.16;5.37;1002.44;0.30;-0.63;0.51;0
124678;100162.39;-0.153;-14.65;6.84;993.65;0.92;2.29;-1.22;0
124780;100164.39;19.608;-12.70;9.28;988.28;1.69;0.31;-2.30;0
124882;100161.48;-28.493;-0.49;-12.21;1006.84;2.28;0.45;-1.73;0
124984;100162.63;11.183;-19.53;-2.44;1002.93;0.39;-0.28;-2.86;0
125086;100162.50;-1.225;-1.46;0.98;1008.30;1.12;-1.96;-1.82;0
125188;100162.42;-0.766;-13.67;0.00;1007.81;-0.60;-2.56;-2.01;0
125290;100161.36;-10.417;-6.84;12.70;1011.23;1.04;-2.63;-1.78;0
125392;100162.28;9.038;-12.70;20.51;1002.93;-0.11;1.55;0.31;0
125494;100162.00;-2.757;-7.32;12.70;994.14;1.27;0.59;-1.82;0
125596;100162.98;9.651;-10.74;7.32;997.07;-0.76;0.37;0.44;0
125698;100162.31;-6.587;-12.21;-0.98;983.89;0.08;-0.55;-0.34;0
125800;100162.69;3.676;7.81;-4.88;981.93;0.81;-1.88;0.20;0
125902;100161.41;-12.561;-4.88;-4.39;995.61;2.89;0.64;-1.56;0
126004;100161.11;-2.911;-14.16;-3.91;998.05;1.54;0.53;1.40;0
126106;100162.33;11.949;-13.67;0.98;1018.07;1.48;2.07;-0.48;0
126208;100162.45;1.225;0.00;18.07;1007.32;0.63;-0.69;1.96;0
126310;100161.59;-8.425;-16.60;5.37;1018.55;0.33;-0.60;0.38;0
126412;100163.61;19.761;-16.11;1.95;1029.79;1.58;1.01;-0.08;0
126514;100160.67;-28.799;-0.49;-7.32;1046.39;1.40;-2.32;-0.80;1
126616;100162.25;15.472;-11.23;-2.93;1032.23;1.56;3.47;-2.35;1
126718;100162.39;1.379;-13.18;-6.35;1040.53;0.02;1.71;-2.13;1
126820;100161.91;-4.749;-1.46;6.84;1049.32;1.63;-0.95;-0.78;1
126922;100160.42;-14.553;-5.86;-8.30;1058.59;-0.98;0.05;-0.66;1
127024;100160.45;0.306;-16.60;9.77;1064.45;-0.35;2.17;-3.18;1
127126;100160.55;0.919;2.93;3.91;1059.57;0.87;2.07;0.24;1
127228;100158.53;-19.761;-13.67;-1.46;1066.89;0.76;0.13;-2.17;1
127330;100158.28;-2.451;-3.91;-11.23;1058.59;0.24;-1.35;1.73;1
127432;100156.64;-16.085;-15.14;8.30;1054.20;-0.37;1.88;-2.56;1
127534;100156.83;1.838;-7.81;3.42;1057.13;0.21;0.64;-1.37;1
127636;100156.56;-2.604;-4.39;-6.84;1042.97;0.51;1.02;-0.58;1
127738;100154.47;-20.527;-11.72;-4.39;1058.11;0.55;-0.05;-0.67;1
127840;100154.31;-1.532;-4.39;-26.37;1072.27;-0.43;1.89;-1.04;1
127942;100152.75;-15.319;-0.98;-8.79;1043.95;1.55;1.15;0.38;1
128044;100151.77;-9.651;-8.79;11.72;1020.51;-0.02;-0.31;-0.44;0
128146;100150.33;-14.093;-10.74;5.37;1021.00;0.28;1.99;-1.10;0
128248;100148.59;-17.004;-2.44;-11.72;1020.51;1.47;3.15;1.23;0
128350;100148.70;1.072;2.93;12.21;1011.23;-0.29;-0.42;-1.64;0
128452;100146.89;-17.770;2.93;16.11;984.86;-0.43;-0.50;-0.42;0
128554;100145.42;-14.400;-6.84;6.35;1025.88;-0.79;1.27;0.14;0
128656;100143.98;-14.093;-18.07;9.28;1024.90;1.44;-1.76;-0.31;0
128758;100143.77;-2.145;-7.81;7.32;993.65;0.02;0.95;2.26;0
128860;100142.13;-16.085;-13.18;-7.81;1001.46;-0.82;1.05;-1.48;0
128962;100140.47;-16.238;5.86;6.35;978.52;1.51;-0.99;0.67;0
129064;100138.75;-16.850;-10.25;-7.81;1000.49;0.76;2.92;-3.11;0
129166;100138.20;-5.362;-9.28;-2.93;1003.91;0.70;0.02;-1.76;0
129268;100136.61;-15.625;-6.84;1.46;970.70;1.99;0.56;-1.42;0
129370;100135.61;-9.804;-19.04;9.77;992.19;1.11;-0.29;0.21;0
129472;100135.72;1.072;-9.28;0.00;974.61;1.19;2.70;1.03;0
129574;100134.14;-15.472;-21.97;1.95;970.21;2.01;1.77;-1.86;0
129676;100136.23;20.527;-9.77;3.91;970.70;0.82;0.60;-0.47;0
129778;100133.81;-23.744;0.49;-0.49;951.17;-0.55;0.95;-0.34;1
129880;100132.08;-17.004;-21.48;4.39;957.52;-0.69;-0.92;-1.34;1
129982;100132.34;2.604;2.44;-4.88;954.59;1.15;0.26;-0.27;1
130084;100132.30;-0.460;-15.14;-11.72;953.12;0.89;-1.34;-0.98;1
130186;100131.27;-10.110;-15.14;-9.28;960.45;-1.30;-1.37;-0.13;1
130288;100130.55;-7.047;-2.93;0.49;945.80;0.10;-0.45;0.13;1
130390;100129.25;-12.714;-10.25;-6.35;946.78;1.05;1.05;0.68;1
130492;100128.91;-3.370;-11.23;-16.11;958.50;0.58;-1.75;-0.93;1
130594;100129.11;1.991;-10.25;5.37;969.24;0.21;0.85;-0.31;1
130696;100127.86;-12.255;-4.39;-4.88;970.70;1.95;-0.85;-1.27;0
130798;100126.77;-10.723;0.98;-8.30;946.78;0.63;-0.99;-2.11;1
130900;100128.13;13.327;-12.70;-6.35;959.47;1.01;1.45;1.31;1
131002;100127.03;-10.723;-1.46;6.84;959.96;1.76;-0.74;-1.56;1
131104;100128.83;17.616;-3.91;-4.39;963.87;1.40;1.09;-0.89;1
131206;100126.67;-21.140;-15.63;6.84;971.19;1.80;-0.77;1.51;0
131308;100129.69;29.565;-6.84;-9.28;977.54;0.66;1.98;-1.10;0
131410;100128.61;-10.570;-4.39;2.44;973.14;1.44;-1.58;-0.68;0
131512;100128.19;-4.136;-3.91;6.35;984.37;0.34;-0.15;-0.25;0
131614;100127.72;-4.596;-2.44;-4.39;1005.37;1.40;2.17;0.08;0
131716;100128.08;3.523;3.42;0.98;991.21;-0.02;0.50;-2.15;0
131818;100129.00;9.038;-8.30;2.93;998.54;0.37;-0.11;0.25;0
131920;100128.38;-6.127;-13.18;0.00;1007.32;0.25;-0.32;-1.60;0
132022;100128.55;1.685;-2.93;6.84;997.07;0.55;1.66;-2.76;0
132124;100128.45;-0.919;-6.84;-8.30;997.56;0.84;0.91;-1.19;0
132226;100128.91;4.442;-0.98;-0.49;995.61;1.08;0.63;-0.92;0
132328;100128.25;-6.434;-29.79;3.91;1004.39;-0.11;0.07;-0.27;0
132430;100128.73;4.749;6.84;1.46;991.21;-0.63;1.47;-0.27;0
132532;100128.55;-1.838;-7.32;-4.88;995.12;0.66;0.40;-1.93;0
132634;100127.70;-8.272;-17.09;-5.37;1005.86;-1.03;-1.69;-1.07;0
132736;100128.39;6.740;-10.74;0.98;1013.67;0.87;2.06;-0.18;0
132838;100127.67;-7.047;-1.95;-5.37;1000.00;0.97;-0.85;-2.47;0
132940;100127.84;1.685;-9.77;11.23;1000.98;0.28;-0.05;-0.92;0
133042;100127.36;-4.749;-15.14;10.25;998.05;0.58;-1.82;-1.08;0
133144;100127.56;1.991;-2.93;2.93;1002.44;2.01;4.31;0.20;0
133246;100127.28;-2.757;-17.58;1.46;995.61;2.63;-1.27;-1.40;0
133348;100127.66;3.676;-8.79;5.37;1005.86;1.12;2.37;-2.51;0
133450;100128.69;10.110;-15.63;6.35;1004.88;1.06;4.05;-0.51;0
133552;100127.77;-9.038;-17.58;11.23;991.21;1.44;-3.37;-2.41;0
133654;100127.88;1.072;-10.25;2.44;1000.00;-0.13;1.75;-1.37;0
133756;100128.48;5.974;-6.35;2.44;1002.93;2.15;-1.94;-4.98;1
133858;100127.63;-8.425;4.88;0.98;1000.98;-0.28;1.37;0.51;0
133960;100128.28;6.434;-14.16;2.93;996.09;0.61;-1.96;0.63;0
134062;100127.48;-7.812;-3.42;-12.70;1002.44;1.45;4.30;-0.49;0
134164;100128.67;11.642;-13.18;6.84;1006.35;2.37;-0.05;-0.32;0
134266;100128.67;0.000;-5.86;0.98;998.54;0.75;0.50;0.20;0
134368;100128.69;0.153;-19.04;-7.32;999.51;-1.27;1.15;1.54;0
134470;100128.55;-1.379;-8.30;-0.49;1015.14;0.60;0.98;-1.64;0
134572;100128.56;0.153;13.18;5.37;991.21;1.19;0.89;-0.92;0
134674;100127.22;-13.174;-9.77;-6.35;1020.02;0.69;1.18;0.03;0
134776;100127.83;5.974;-11.23;7.81;1001.95;0.89;1.11;-1.63;0
134878;100129.30;14.400;-11.72;2.93;1001.46;0.08;1.31;-1.79;0
134980;100127.94;-13.327;-1.95;0.49;972.17;-0.45;-1.79;-1.28;0
135082;100129.36;13.940;-18.55;-0.98;1021.48;1.51;0.73;-1.60;0
135184;100128.47;-8.732;-11.72;-14.16;1013.67;0.86;-0.94;-1.07;0
135286;100127.25;-11.949;-1.95;-10.74;1003.91;0.95;-0.64;-0.19;0
135388;100128.89;16.085;0.49;1.46;998.54;0.52;3.11;1.82;0
135490;100129.13;2.298;-12.70;-0.98;1009.77;1.11;0.81;-1.68;0
135592;100128.11;-9.957;2.93;-9.77;995.12;1.69;-0.52;-0.15;0
135694;100127.86;-2.451;-10.25;-3.91;1004.39;-0.72;1.06;-1.91;0
135796;100128.11;2.451;-20.51;6.84;1017.09;1.70;-0.15;0.58;0
135898;100129.27;11.336;-4.88;7.81;989.75;0.79;0.51;0.19;0
136000;100128.73;-5.208;-14.65;19.04;1000.00;0.37;1.38;-0.67;0
136102;100128.83;0.919;-17.58;2.93;1011.72;1.48;-0.89;0.86;0
136204;100129.06;2.298;-8.79;10.74;1001.95;1.63;0.67;-2.63;0
136306;100129.06;0.000;-13.18;1.95;1010.74;2.85;-0.47;0.76;0
136408;100129.16;0.919;-12.21;-6.84;1008.30;1.50;1.54;-0.62;0
136510;100128.33;-8.119;-18.55;9.77;1008.30;1.19;2.28;-1.36;0
136612;100130.34;19.761;-8.30;-5.86;985.35;1.68;-0.60;1.87;0
136714;100130.19;-1.532;-8.79;6.35;993.16;2.08;0.19;-1.31;0
136816;100128.25;-18.995;-10.74;-12.70;1019.04;2.78;0.08;-0.93;0
136918;100128.50;2.451;3.91;-11.72;1008.30;2.00;0.98;0.58;0
137020;100130.22;16.850;-8.79;13.18;998.05;1.39;-1.31;-1.44;0
137122;100129.06;-11.336;-4.39;3.91;997.56;1.29;-0.12;-1.34;0
137224;100128.77;-2.911;-9.28;-3.91;1004.88;-0.03;0.44;-2.48;0
137326;100128.27;-4.902;-7.81;5.37;990.23;0.50;-0.66;-1.78;0
137428;100129.05;7.659;-15.63;4.39;1004.39;-0.01;-1.19;0.73;0
137530;100128.95;-0.919;-15.63;10.25;999.51;0.29;0.56;-0.21;0
137632;100128.33;-6.127;-5.37;-14.16;989.75;1.37;-3.37;0.28;0
137734;100128.30;-0.306;-5.86;1.46;1003.91;0.85;1.11;-0.99;0
137836;100129.16;8.425;-19.53;-8.79;1000.98;2.16;-1.94;1.38;0
137938;100128.59;-5.515;-18.07;0.49;996.58;0.50;-0.05;-0.57;0
138040;100127.83;-7.506;-0.49;3.91;1002.44;-0.24;1.04;-0.83;0
138142;100127.83;0.000;-3.91;-10.25;1007.81;-0.18;-1.40;-1.63;0
138244;100128.39;5.515;-16.11;-5.86;1012.70;0.94;-0.66;0.22;0
138346;100128.38;-0.153;-4.88;0.00;1009.77;-0.49;2.88;-1.24;0
138448;100128.86;4.749;-14.65;-4.88;1005.37;0.66;0.92;-0.04;0
138550;100128.86;0.000;-12.70;-3.42;1013.18;1.00;-3.27;0.17;0
138652;100129.94;10.570;-0.98;5.86;998.54;0.62;0.65;0.07;0
138754;100127.86;-20.374;-2.93;9.77;1002.44;-0.38;0.43;-1.15;0
138856;100128.39;5.208;-9.28;-3.91;999.51;1.28;0.24;-1.90;0
138958;100129.52;11.029;-8.79;-3.91;1008.30;1.80;-0.21;-0.08;0
139060;100128.42;-10.723;-21.48;-0.49;995.12;1.15;-2.12;0.07;0
139162;100129.38;9.344;-13.67;0.98;1005.86;1.24;1.27;1.97;0
139264;100129.73;3.523;-11.23;14.65;997.07;1.21;1.19;1.51;0
139366;100129.23;-4.902;-10.25;-6.35;1000.98;0.75;1.39;0.11;0
139468;100129.86;6.127;4.88;-9.28;1001.46;1.29;2.15;-1.62;0
139570;100129.88;0.153;-17.09;-1.95;1006.84;0.43;0.78;-2.08;0
139672;100128.80;-10.570;-12.70;0.00;1012.70;0.60;-1.72;-0.05;0
139774;100129.33;5.208;-15.63;-3.42;989.75;-0.73;-1.88;-0.27;0
139876;100128.88;-4.442;-20.51;10.25;1000.00;1.62;-0.44;0.20;0
139978;100130.03;11.336;-3.91;1.95;996.58;0.59;3.14;-0.01;0
140080;100129.86;-1.685;-18.55;3.91;999.02;-0.49;-1.57;1.52;0
140182;100129.56;-2.911;-16.11;13.18;998.54;0.58;0.58;-2.18;0
140284;100129.92;3.523;-15.63;-5.86;993.16;1.70;2.34;-1.36;0
140386;100130.25;3.217;-9.77;-6.84;1005.86;-0.11;-1.77;1.31;0
140488;100128.55;-16.697;-6.84;-3.42;1016.11;1.76;0.57;-1.75;0
140590;100129.56;9.957;-16.60;-13.67;1013.18;-0.18;2.71;1.66;0
140692;100128.67;-8.732;-5.86;0.00;998.05;1.29;1.18;-0.60;0
140794;100129.64;9.498;-11.72;6.84;989.26;1.34;0.47;-0.88;0
140896;100129.80;1.532;-7.32;-2.93;993.65;1.69;1.01;0.44;0
140998;100130.00;1.991;0.00;6.84;1001.46;0.45;3.69;0.14;0
141100;100130.47;4.596;-7.32;0.98;1001.46;-0.33;1.99;-0.92;0
141202;100129.89;-5.668;-17.58;10.25;1002.93;-1.37;0.76;1.29;0
141304;100129.55;-3.370;3.42;-2.93;1004.39;0.69;0.43;-0.85;0
141406;100129.91;3.523;-8.79;-8.30;1007.32;-0.21;0.35;-0.32;0
141508;100129.58;-3.217;-7.81;9.77;997.56;0.06;3.20;-0.56;0
141610;100128.91;-6.587;-9.77;-3.91;997.56;0.14;0.76;-1.21;0
141712;100130.19;12.561;-7.81;12.70;1009.77;-0.02;2.02;-0.34;0
141814;100128.77;-13.940;-13.18;-3.42;1006.35;2.02;2.15;-1.48;0
141916;100130.02;12.255;-19.53;12.70;987.30;0.31;0.58;-0.73;0
142018;100128.77;-12.255;-10.25;11.23;1002.44;2.39;0.76;-0.18;0
142120;100130.69;18.842;-14.65;0.00;997.07;2.38;-1.12;0.54;0
142222;100129.58;-10.876;-25.88;4.88;1011.23;1.18;1.23;-1.05;0
142324;100129.86;2.757;-13.18;4.88;1010.74;1.22;-0.35;-1.05;0
142426;100129.42;-4.289;-12.21;-9.28;1004.88;0.96;-0.07;-2.78;0
142528;100128.30;-11.029;-23.93;-4.88;998.05;2.41;-0.38;-3.43;0
142630;100128.91;5.974;-9.77;-2.93;1006.84;1.08;1.62;-2.43;0
142732;100129.08;1.685;-8.79;-7.32;999.02;-0.31;0.27;-0.27;0
142834;100128.55;-5.208;-10.74;5.86;1018.07;-0.92;0.18;-0.82;0
142936;100129.83;12.561;-2.93;17.09;990.23;-0.11;0.69;-1.44;0
143038;100129.83;0.000;-0.49;5.37;1003.42;0.47;2.52;0.07;0
143140;100129.83;0.000;-13.18;8.79;986.33;0.91;-1.15;-1.43;0
143242;100128.88;-9.344;-21.48;2.44;1009.77;1.18;2.77;0.83;0
143344;100129.13;2.451;-14.65;4.88;1005.86;2.02;0.76;-2.49;0
143446;100130.41;12.561;-7.81;7.81;1003.91;-0.67;-1.13;-0.78;0
143548;100130.03;-3.676;-13.18;-4.39;1000.49;0.21;-0.30;-0.50;0
143650;100129.81;-2.145;-8.30;1.95;1000.49;0.40;0.88;-1.56;0
143752;100130.06;2.451;-2.93;7.81;996.58;-0.46;0.60;-0.26;0
143854;100131.20;11.183;-5.37;0.98;999.51;1.53;-0.59;-0.63;0
143956;100129.08;-20.833;-4.88;0.98;1002.93;1.63;1.50;0.15;0
144058;100129.44;3.523;-3.42;11.72;990.23;1.78;-0.34;0.63;0
144160;100130.86;13.940;1.46;6.35;1009.28;0.49;1.04;-1.77;0
144262;100129.52;-13.174;-25.39;7.81;1005.37;1.84;-1.18;-1.63;0
144364;100129.28;-2.298;-6.35;7.81;1015.14;-0.35;0.40;-0.94;0
144466;100129.91;6.127;-14.65;-4.88;993.65;0.05;0.15;-1.05;0
144568;100129.97;0.613;3.91;-12.70;984.86;1.43;0.27;-1.57;0
144670;100128.80;-11.489;-22.46;-2.44;1010.25;0.47;2.60;-0.57;0
144772;100128.66;-1.379;-9.28;-12.21;1001.46;0.87;2.79;0.52;0
144874;100129.92;12.408;-11.23;14.16;995.12;-0.66;-0.27;-1.73;0
144976;100128.94;-9.651;-6.35;0.00;1003.91;0.66;0.90;-1.27;0
145078;100130.09;11.336;1.95;7.81;988.28;0.98;2.19;-1.43;0
145180;100128.19;-18.689;-17.09;-13.18;1005.37;1.27;-0.97;-0.46;0
145282;100127.86;-3.217;-11.23;13.67;982.91;-0.08;-2.78;-1.52;0
145384;100129.55;16.544;-2.44;-3.91;984.86;0.76;-1.40;0.52;0
145486;100128.91;-6.281;0.00;-1.95;1009.28;1.48;3.40;1.36;0
145588;100128.17;-7.200;-13.18;0.00;1000.00;-0.18;1.02;-1.58;0
145690;100129.20;10.110;-13.18;-0.49;998.54;0.79;2.10;0.98;0
145792;100129.89;6.740;-4.88;1.46;991.21;1.69;0.00;0.79;0
145894;100128.02;-18.382;-3.91;-7.81;1007.32;-0.04;1.93;1.03;0
145996;100128.39;3.676;-16.60;7.32;999.51;-0.24;-1.02;-1.23;0
146098;100128.58;1.838;-22.95;1.46;1013.67;1.15;-0.62;-1.76;0
146200;100129.31;7.200;-18.07;3.42;1008.30;-0.86;0.36;0.82;0
146302;100126.88;-23.897;-18.07;-9.28;996.58;1.43;1.07;-0.16;0
146404;100128.45;15.472;-12.70;-15.63;984.37;0.81;-1.56;-0.46;0
146506;100129.42;9.498;-10.74;-5.37;994.14;1.42;3.64;-0.81;0
146608;100127.86;-15.319;-17.09;2.93;1006.35;2.75;0.08;0.87;0
146710;100128.86;9.804;1.46;4.39;989.26;0.27;1.31;-0.11;0
146812;100126.97;-18.536;-19.53;-6.35;1008.30;1.01;1.08;0.24;0
146914;100128.34;13.480;-9.28;5.37;999.02;1.35;1.33;-1.30;0
147016;100129.02;6.587;1.95;6.35;1003.91;1.40;1.22;-0.56;0
147118;100127.58;-14.093;-17.09;5.37;997.56;-0.31;3.80;-0.69;0
147220;100127.86;2.757;-31.74;9.28;1002.44;1.21;-0.81;-2.02;0
147322;100127.95;0.919;-16.11;10.25;1000.00;0.28;0.70;0.11;0
147424;100127.39;-5.515;-15.63;3.91;1000.49;1.20;0.07;-1.49;0
147526;100127.36;-0.306;-19.04;0.00;999.51;1.92;1.57;-1.84;0
147628;100127.52;1.532;1.95;-7.32;996.58;0.88;1.75;-0.82;0
147730;100128.28;7.506;-3.42;-3.91;984.86;1.66;-0.40;-0.03;0
147832;100127.31;-9.498;-20.51;10.25;990.23;-0.15;-0.47;-2.05;0
147934;100127.53;2.145;-19.53;-4.39;994.63;1.08;-0.47;-1.13;0
148036;100127.56;0.306;-10.74;16.60;1007.81;1.24;0.05;-0.08;0
148138;100127.27;-2.911;-16.60;-2.44;1011.72;1.01;0.72;-0.70;0
148240;100127.77;4.902;-4.88;-2.93;1011.72;0.63;1.69;-0.73;0
148342;100127.94;1.685;-7.32;-9.28;1002.44;1.04;0.81;-2.87;0
148444;100127.88;-0.613;-1.46;5.37;986.82;0.59;1.24;-0.31;0
148546;100126.45;-13.940;-19.53;9.77;997.56;2.16;-0.24;-1.92;0
148648;100128.08;15.931;-4.39;18.07;1006.84;-0.61;1.33;0.80;0
148750;100127.73;-3.370;-10.74;14.65;985.35;-0.02;-0.69;-0.45;0
148852;100127.58;-1.532;-14.16;-1.95;1004.88;1.08;3.40;-0.91;0
148954;100127.39;-1.838;-6.35;0.49;1023.93;-0.03;1.12;0.87;0
149056;100128.13;7.200;-2.44;-0.49;1005.86;0.24;3.07;-0.21;0
149158;100127.64;-4.749;-20.02;-8.30;1021.97;0.81;0.16;-1.41;0
149260;100128.48;8.272;0.49;0.98;1028.32;-1.55;-0.49;-0.90;0
149362;100128.44;-0.460;-9.28;0.00;1034.18;1.82;0.87;-0.20;1
149464;100127.91;-5.208;-13.18;3.91;1032.71;0.09;-1.24;-1.92;1
149566;100127.30;-5.974;0.98;8.79;1041.50;0.39;0.08;-0.77;1
149668;100129.28;19.455;-13.67;9.28;1041.02;-0.49;-0.65;-0.19;1
149770;100128.11;-11.489;-15.14;4.39;1049.32;0.01;-2.30;1.46;1
149872;100127.61;-4.902;-23.93;0.49;1053.22;2.60;3.13;-1.64;1
149974;100125.38;-21.906;-1.95;4.39;1050.29;0.85;1.52;-2.71;1
150076;100125.89;5.055;-11.72;-20.51;1047.36;0.11;3.00;-2.25;1
150178;100125.84;-0.460;2.93;5.37;1057.62;2.14;-2.85;1.70;1
150280;100125.28;-5.515;-7.32;6.84;1076.17;-0.55;1.82;-3.22;1
150382;100124.08;-11.795;-4.88;-11.23;1074.22;1.28;2.89;0.37;1
150484;100122.97;-10.876;-21.48;2.44;1049.32;0.12;0.09;-1.42;1
150586;100121.56;-13.787;-7.32;-3.91;1037.60;1.80;1.73;0.05;1
150688;100120.89;-6.587;-17.09;-12.70;1068.36;-0.80;1.10;-0.32;1
150790;100119.53;-13.327;-14.16;-0.49;1086.91;0.66;0.62;-1.16;1
150892;100118.95;-5.668;-5.37;-9.28;1059.57;-0.28;-1.14;1.12;1
150994;100117.92;-10.110;-13.67;6.84;1037.60;0.35;-1.88;-1.29;1
151096;100117.55;-3.676;-32.71;-8.30;1058.59;0.94;1.56;-0.51;1
151198;100114.95;-25.429;1.95;0.49;1031.74;2.37;0.34;-0.98;1
151300;100113.22;-17.004;-0.98;4.88;1038.09;1.87;1.57;-1.77;1
151402;100113.61;3.830;-20.51;10.74;1026.37;0.53;-0.47;-0.29;0
151504;100111.33;-22.365;-9.28;9.28;1005.37;0.57;-2.07;0.55;0
151606;100109.70;-15.931;-3.91;-3.91;1021.00;1.17;3.02;-2.28;0
151708;100110.64;9.191;-12.70;-11.23;1007.32;1.20;-2.37;-1.27;0
151810;100106.83;-37.377;-19.04;7.32;998.05;0.02;1.05;-0.03;0
151912;100107.27;4.289;-18.07;7.81;1001.95;1.34;0.66;-1.31;0
152014;100106.53;-7.200;1.95;0.98;979.98;0.44;0.24;-1.56;0
152116;100105.92;-5.974;-12.21;7.32;1012.70;1.63;-0.32;-0.10;0
152218;100102.75;-31.097;-7.32;5.37;980.47;1.08;-0.08;-1.42;0
152320;100103.02;2.604;-24.90;9.28;1007.81;1.96;3.49;-1.49;0
152422;100102.42;-5.821;5.37;-12.70;958.01;-2.66;-1.73;-3.27;1
152524;100100.53;-18.536;1.95;2.44;960.45;-0.17;0.12;-0.18;1
152626;100100.86;3.217;-15.63;-5.37;976.07;0.03;1.07;-1.78;0
152728;100101.72;8.425;-12.21;-4.39;953.61;-1.27;1.95;-0.45;1
152830;100100.11;-15.778;-2.93;2.93;936.04;1.07;2.43;-1.54;1
152932;100098.78;-13.021;-22.95;5.37;952.15;0.46;2.30;-2.14;1
153034;100097.14;-16.085;-18.55;2.93;963.87;-0.40;-0.53;-0.47;1
153136;100099.09;19.148;5.37;7.81;936.04;0.18;2.22;-0.11;1
153238;100096.61;-24.357;-11.23;1.46;945.31;0.91;-1.06;-1.24;1
153340;100097.69;10.570;-6.84;1.46;956.54;0.82;-1.38;0.73;1
153442;100096.03;-16.238;-20.51;11.72;937.50;1.93;-1.50;-0.73;1
153544;100095.30;-7.200;-11.23;-2.44;953.12;0.05;0.30;-0.95;1
153646;100096.30;9.804;-14.65;5.86;970.70;2.18;4.65;-1.11;1
153748;100095.34;-9.344;-7.81;2.93;972.17;0.80;1.69;-0.34;0
153850;100095.06;-2.757;-13.67;-7.32;953.12;1.47;2.88;-1.11;1
153952;100095.88;7.966;-25.88;-4.39;966.80;3.32;0.74;-1.73;1
154054;100095.91;0.306;-13.18;-6.35;972.66;-0.07;-1.78;-0.85;0
154156;100095.27;-6.281;-10.74;-8.79;972.66;0.37;0.01;-2.05;0
154258;100096.09;8.119;0.49;14.65;991.21;0.63;1.34;1.08;0
154360;100095.38;-7.047;-9.28;1.95;979.49;0.08;2.83;-0.63;0
154462;100096.38;9.804;1.95;0.98;982.91;1.78;-1.11;-2.05;0
154564;100095.64;-7.200;-8.79;8.79;987.30;0.89;0.69;-0.72;0
154666;100095.95;3.064;-7.32;-8.30;1008.79;0.56;0.40;-0.67;0
154768;100096.00;0.460;1.46;6.84;993.65;-0.18;-1.02;-0.12;0
154870;100095.92;-0.766;-14.65;-1.95;1017.09;0.70;0.15;-0.44;0
154972;100095.69;-2.298;1.46;1.95;1013.67;-0.50;1.70;-0.33;0
155074;100096.06;3.676;0.00;-1.46;1000.49;-0.04;-0.32;-1.28;0
155176;100095.52;-5.362;-16.60;-14.16;1006.84;0.60;2.29;-0.56;0
155278;100096.63;10.876;-2.44;10.25;989.75;1.66;0.79;-1.58;0
155380;100096.58;-0.460;7.81;0.49;1001.46;1.05;-0.61;1.02;0
155482;100095.88;-6.893;-9.28;-8.30;1011.23;0.58;0.90;-4.31;0
155584;100095.23;-6.281;-6.35;-5.37;1005.37;-1.44;-0.61;1.30;0
155686;100096.13;8.732;-3.91;9.77;988.77;1.27;-0.77;-2.51;0
155788;100097.23;10.876;-18.55;1.46;1007.32;0.70;-0.05;1.51;0
155890;100096.88;-3.523;-9.77;-3.42;1004.39;0.25;0.76;0.55;0
155992;100096.06;-7.966;-9.77;-8.79;1010.74;-0.18;1.63;-1.40;0
156094;100097.06;9.804;-16.60;-7.32;992.19;2.72;0.05;0.20;0
156196;100097.11;0.460;-13.67;12.21;1004.39;-0.77;1.35;-0.93;0
156298;100096.28;-8.119;-15.14;2.44;996.09;-0.32;-2.21;-1.74;0
156400;100095.89;-3.830;-0.98;1.95;997.07;1.05;1.56;-0.36;0
156502;100096.50;5.974;-12.21;12.21;1011.72;0.32;2.08;-0.29;0
