Time_ms;Pressure_Pa;Pressure_dPaPerSec;AccelX_mg;AccelY_mg;AccelZ_mg;GyroX_dps;GyroY_dps;GyroZ_dps;IMU_Moving
39333;102220.39;-1.991;-50.29;-73.24;992.19;1.24;-0.11;-1.83;0
39435;102219.23;-11.336;-58.11;-75.68;1002.44;1.66;0.86;-0.09;0
39537;102220.64;13.787;-59.57;-73.73;1016.60;-0.50;-2.02;0.36;0
39639;102219.11;-15.012;-46.88;-65.43;981.93;2.47;-0.37;-0.10;0
39741;102221.08;19.301;-62.99;-74.22;1013.67;1.33;1.92;1.77;0
39843;102219.84;-12.102;-73.24;-74.71;984.86;1.23;2.74;0.51;0
39945;102220.08;2.298;-55.66;-73.73;1037.60;0.98;1.77;-0.26;1
40047;102219.73;-3.370;-47.36;-85.45;1016.11;-0.69;-0.02;-1.08;0
40149;102219.55;-1.838;-52.25;-70.80;968.75;0.39;0.84;-1.07;0
40251;102220.50;9.344;-72.75;-75.20;1012.70;1.52;0.45;-0.79;0
40353;102220.28;-2.145;-54.69;-59.08;1000.00;0.21;0.22;-1.58;0
40455;102220.22;-0.613;-51.27;-72.75;1018.07;0.54;3.57;0.25;0
40557;102219.41;-7.966;-52.73;-63.48;985.84;0.89;0.40;0.80;0
40659;102220.00;5.821;-66.41;-77.64;1001.95;-0.08;-0.18;-2.60;0
40761;102220.17;1.685;-50.29;-60.55;996.09;0.63;2.27;-2.15;0
40863;102219.84;-3.217;-52.25;-78.12;997.07;-1.24;-1.18;-1.66;0
40965;102219.98;1.379;-55.18;-78.12;1011.72;1.30;0.39;-1.75;0
41067;102219.17;-7.966;-49.80;-69.82;982.91;-0.44;1.64;-1.98;0
41169;102220.50;13.021;-47.36;-67.87;999.51;1.11;-0.98;-0.19;0
41271;102220.80;2.911;-62.01;-78.12;978.52;3.02;-0.89;-1.03;0
41373;102218.97;-17.923;-56.15;-68.36;997.56;0.40;-0.51;-1.31;0
41475;102220.66;16.544;-65.43;-62.99;974.12;1.82;0.60;-2.08;0
41577;102220.03;-6.127;-41.50;-81.05;1005.86;0.43;-2.34;-0.62;0
41679;102219.47;-5.515;-67.38;-60.55;1021.48;-0.51;-0.34;-1.15;0
41781;102220.48;9.957;-68.85;-83.98;1021.00;1.08;1.50;-0.76;0
41883;102220.52;0.306;-65.43;-73.73;1010.74;0.82;-1.11;0.56;0
41985;102219.84;-6.587;-58.59;-78.61;1018.07;1.18;0.37;-0.08;0
42087;102219.94;0.919;-52.73;-73.73;988.77;1.65;2.14;-1.23;0
42189;102219.61;-3.217;-57.13;-78.61;971.19;0.85;1.35;-1.79;0
42291;102220.78;11.489;-62.50;-70.80;998.54;-0.37;1.34;-1.04;0
42393;102220.89;1.072;-64.45;-83.01;995.12;0.82;2.55;-1.82;0
42495;102220.72;-1.685;-51.27;-73.73;994.63;0.21;0.83;-1.26;0
42597;102221.11;3.830;-52.25;-67.38;983.40;1.66;1.95;2.09;0
42699;102220.80;-3.064;-60.06;-73.73;980.47;2.95;2.74;2.21;0
42801;102219.67;-11.029;-53.71;-83.50;989.75;-1.69;-2.34;-0.95;0
42903;102220.61;9.191;-41.99;-59.08;998.54;0.14;-0.32;-1.04;0
43005;102220.61;0.000;-71.78;-77.15;1028.32;3.08;-0.79;-1.42;1
43107;102220.92;3.064;-45.90;-73.73;990.72;-0.02;-0.08;-0.87;0
43209;102219.50;-13.940;-64.45;-81.05;1002.44;0.48;-2.03;-1.06;0
43311;102220.23;7.200;-56.64;-70.31;1005.37;0.50;1.90;-0.73;0
43413;102219.73;-4.902;-64.45;-65.43;1013.18;1.95;-0.43;-1.09;0
43515;102220.70;9.498;-59.57;-82.03;1019.04;-0.47;0.66;-2.39;0
43617;102221.33;6.127;-60.06;-66.41;1010.74;0.18;1.15;0.55;0
43719;102220.52;-7.966;-55.18;-73.73;982.91;0.79;1.31;-1.99;0
43821;102219.52;-9.804;-68.36;-60.06;997.07;2.75;-2.03;1.23;0
43923;102220.56;10.263;-59.08;-64.94;987.30;0.83;-0.23;-2.12;0
44025;102220.98;4.136;-53.71;-78.12;1003.42;0.42;1.21;-2.74;0
44127;102220.77;-2.145;-67.87;-79.59;998.54;0.60;-0.34;-0.73;0
44229;102219.81;-9.344;-65.43;-76.17;1018.07;1.45;-1.54;-1.08;0
44331;102220.59;7.659;-45.90;-72.75;975.59;0.04;-1.83;0.88;0
44433;102220.70;1.072;-47.85;-83.98;1012.70;0.73;-1.41;-1.18;0
44535;102220.41;-2.911;-44.92;-79.10;998.05;1.41;-1.09;-0.67;0
44637;102221.00;5.821;-45.90;-72.27;998.54;-0.28;1.65;-1.97;0
44739;102221.03;0.306;-66.89;-80.57;1000.00;1.63;1.83;-3.68;0
44841;102220.83;-1.991;-42.48;-63.96;989.75;1.57;0.57;-1.46;0
44943;102220.39;-4.289;-52.25;-70.31;1009.77;0.52;1.54;-0.28;0
45045;102220.77;3.676;-43.95;-74.71;992.68;0.24;-3.23;-1.63;0
45147;102220.00;-7.506;-62.01;-66.41;1021.00;1.99;1.74;-0.33;0
45249;102221.84;18.076;-51.76;-77.64;983.40;0.24;1.90;-0.46;0
45351;102219.56;-22.365;-59.08;-73.73;1013.18;1.62;0.26;1.10;0
45453;102221.05;14.553;-52.73;-72.27;986.82;0.32;2.79;-1.19;0
45555;102220.86;-1.838;-51.27;-79.10;1001.46;2.02;-0.18;-2.92;0
45657;102219.98;-8.578;-60.06;-72.75;1008.30;0.31;0.98;0.35;0
45759;102221.41;13.940;-50.78;-54.20;1002.93;1.41;-0.71;-0.29;0
45861;102220.55;-8.425;-57.13;-73.73;1013.18;0.26;1.62;-2.02;0
45963;102220.17;-3.676;-52.73;-76.66;995.61;0.88;-1.95;-2.72;0
46065;102220.78;5.974;-58.59;-89.36;1021.00;2.59;1.04;-0.64;0
46167;102221.14;3.523;-46.39;-64.45;981.93;2.58;2.34;-1.27;0
46269;102220.50;-6.281;-62.99;-71.29;1009.77;0.04;-1.69;-0.89;0
46371;102221.56;10.417;-55.66;-68.85;1007.81;0.11;-0.05;-1.88;0
46473;102221.39;-1.685;-55.18;-69.82;998.05;1.47;1.22;-1.11;0
46575;102220.17;-11.949;-60.55;-79.59;1001.95;-1.24;1.37;-2.17;0
46677;102220.97;7.812;-53.22;-81.05;982.42;1.66;-1.28;-0.98;0
46779;102220.30;-6.587;-64.94;-74.22;1004.39;0.77;-2.95;-0.18;0
46881;102221.09;7.812;-52.73;-67.87;984.37;0.44;0.96;-2.61;0
46983;102220.77;-3.217;-50.29;-79.10;1009.77;1.09;0.75;-2.62;0
47085;102221.23;4.596;-41.02;-74.22;990.72;0.24;1.61;-1.12;0
47187;102220.16;-10.570;-48.83;-64.45;1012.70;1.29;0.57;0.44;0
47289;102220.67;5.055;-53.22;-78.12;1000.98;1.57;1.10;-0.35;0
47391;102219.81;-8.425;-49.32;-72.27;998.05;0.82;2.00;0.66;0
47493;102220.42;5.974;-56.15;-70.80;1002.93;0.24;0.60;-0.44;0
47595;102220.78;3.523;-54.69;-89.36;989.26;2.68;2.35;-0.34;0
47697;102220.11;-6.587;-62.99;-75.68;1016.60;0.08;1.91;1.02;0
47799;102220.52;3.983;-55.18;-72.75;987.79;1.02;0.38;-1.37;0
47901;102220.03;-4.749;-53.71;-90.33;1014.65;0.15;-2.36;-2.37;0
48003;102219.59;-4.289;-49.80;-64.94;978.52;0.95;3.59;-3.68;1
48105;102219.55;-0.460;-61.04;-86.91;1003.91;2.00;-0.46;0.44;0
48207;102219.88;3.217;-50.29;-65.92;989.75;1.41;0.76;-0.03;0
48309;102219.70;-1.685;-41.99;-67.38;995.12;-0.14;0.92;0.50;0
48411;102220.64;9.191;-57.13;-67.38;992.19;0.07;0.34;0.18;0
48513;102220.09;-5.362;-57.13;-79.10;996.58;1.38;-2.58;-3.63;0
48615;102220.44;3.370;-54.20;-67.87;1001.95;-0.20;-0.85;-1.45;0
48717;102221.33;8.732;-61.04;-64.94;1008.30;3.44;1.99;0.31;0
48819;102219.72;-15.778;-48.34;-77.64;1001.95;0.68;1.73;0.21;0
48921;102221.36;16.085;-52.73;-73.73;1009.28;0.84;-3.54;-0.88;0
49023;102220.36;-9.804;-60.55;-74.22;1004.39;0.04;-0.85;1.13;0
49125;102220.97;5.974;-58.11;-79.59;1000.98;2.88;3.24;0.60;0
49227;102219.69;-12.561;-58.11;-72.75;1001.95;0.13;-2.19;-3.48;0
49329;102219.14;-5.362;-52.73;-63.48;989.26;0.08;1.75;-2.11;0
49431;102220.08;9.191;-53.22;-74.22;1000.98;0.25;1.54;0.39;0
49533;102219.73;-3.370;-50.29;-71.78;993.16;0.69;0.62;0.47;0
49635;102220.28;5.362;-62.99;-87.40;1009.77;1.31;-2.58;-0.35;0
49737;102219.08;-11.795;-51.76;-68.85;979.98;0.49;-1.02;-3.92;0
49839;102218.97;-1.072;-54.69;-82.03;1005.37;-0.48;-0.13;-0.57;0
49941;102219.36;3.830;-52.25;-71.78;986.82;-0.33;0.78;-0.98;0
50043;102219.44;0.766;-43.46;-81.05;999.02;0.81;-1.65;-1.74;0
50145;102220.38;9.191;-58.59;-71.29;998.54;0.25;1.74;-1.48;0
50247;102220.38;0.000;-54.20;-66.41;987.30;1.05;0.31;-0.63;0
50349;102219.61;-7.506;-66.41;-69.82;1010.25;-0.32;-0.79;-1.07;0
50451;102220.08;4.596;-58.59;-78.61;985.84;2.06;-1.16;-0.15;0
50553;102221.94;18.229;-56.64;-76.17;1001.46;-0.17;-2.27;0.50;0
50655;102220.16;-17.463;-48.83;-65.43;994.63;0.00;-0.04;-0.50;0
50757;102219.81;-3.370;-52.25;-68.36;1005.37;-1.09;2.98;-0.25;0
50859;102220.22;3.983;-58.11;-72.75;1013.67;2.38;0.89;1.36;0
50961;102219.98;-2.298;-48.83;-78.12;997.07;0.30;1.31;-0.86;0
51063;102221.14;11.336;-54.69;-75.68;991.70;0.55;0.85;0.69;0
51165;102219.95;-11.642;-56.15;-83.98;997.56;-0.16;-0.37;0.34;0
51267;102220.30;3.370;-57.62;-88.38;995.61;0.30;0.74;-1.24;0
51369;102220.67;3.676;-71.78;-82.52;1018.55;0.42;0.34;-1.76;0
51471;102221.31;6.281;-62.99;-69.34;984.86;1.32;-0.08;-0.90;0
51573;102219.94;-13.480;-55.66;-79.59;1012.21;0.98;0.24;-1.72;0
51675;102219.58;-3.523;-58.11;-73.73;991.70;0.54;1.87;-0.85;0
51777;102220.53;9.344;-60.06;-74.71;1010.74;-1.32;0.80;-2.96;0
51879;102219.91;-6.127;-52.73;-67.87;1014.65;-0.29;0.33;-2.58;0
51981;102220.38;4.596;-49.80;-74.71;994.63;0.41;0.20;1.48;0
52083;102219.80;-5.668;-57.62;-70.31;986.33;0.43;0.21;-1.07;0
52185;102220.34;5.362;-56.15;-80.08;989.26;0.15;3.43;1.15;0
52287;102219.73;-5.974;-57.62;-74.71;997.07;1.90;1.07;-1.60;0
52389;102220.53;7.812;-41.99;-74.22;992.19;1.40;-0.69;0.24;0
52491;102220.41;-1.225;-53.22;-72.27;1007.81;1.31;2.73;0.40;0
52593;102219.19;-11.949;-50.29;-65.92;987.79;1.01;1.44;1.23;0
52695;102218.75;-4.289;-48.34;-78.61;980.96;0.72;0.73;-0.40;0
52797;102219.36;5.974;-53.71;-71.78;1020.02;0.91;1.28;-0.61;0
52899;102220.06;6.893;-53.71;-77.15;1001.95;0.40;1.88;-1.22;0
53001;102219.63;-4.289;-72.27;-72.75;990.72;0.81;2.38;-1.53;0
53103;102220.22;5.821;-56.15;-73.24;1008.79;-0.93;2.07;-0.76;0
53205;102219.80;-4.136;-54.69;-72.27;993.65;1.37;-0.68;-1.96;0
53307;102220.36;5.515;-60.55;-72.75;1003.91;0.93;0.82;-1.43;0
53409;102218.58;-17.463;-57.13;-62.01;979.98;1.63;-0.31;-0.61;0
53511;102219.73;11.336;-58.59;-90.33;1004.39;0.55;-2.62;-4.35;1
53613;102219.92;1.838;-59.57;-63.48;994.14;1.07;1.52;0.63;0
53715;102219.36;-5.515;-62.50;-86.43;999.02;0.33;-1.58;-2.53;0
53817;102219.69;3.217;-55.66;-72.27;983.40;1.21;1.12;0.73;0
53919;102219.08;-5.974;-59.08;-79.59;999.51;-0.21;-2.02;-2.37;0
54021;102218.36;-7.047;-50.78;-69.34;997.07;1.37;0.11;-0.57;0
54123;102218.28;-0.766;-45.41;-57.62;996.58;1.90;-0.34;-0.37;0
54225;102218.53;2.451;-55.66;-79.59;986.82;0.62;0.31;-0.41;0
54327;102218.48;-0.460;-47.36;-62.99;1001.46;0.32;0.72;0.95;0
54429;102219.45;9.498;-47.85;-75.68;1001.46;2.40;0.97;-0.78;0
54531;102219.31;-1.379;-61.52;-73.24;1007.32;1.90;-0.55;0.56;0
54633;102220.50;11.642;-52.25;-72.75;988.28;0.09;2.11;-1.93;0
54735;102219.05;-14.246;-56.64;-66.89;1021.00;0.47;1.30;0.69;0
54837;102219.55;4.902;-48.83;-81.54;998.05;0.28;-0.98;1.15;0
54939;102219.50;-0.460;-56.15;-64.45;994.14;-0.35;-2.81;-0.68;0
55041;102217.81;-16.544;-55.66;-77.64;1016.60;-1.73;-1.04;-1.60;0
55143;102219.69;18.382;-60.06;-70.80;1014.65;0.90;0.14;-0.66;0
55245;102219.17;-5.055;-53.71;-61.52;1005.86;0.20;0.97;-1.68;0
55347;102218.53;-6.281;-62.99;-81.54;1008.79;0.79;-0.94;-1.24;0
55449;102219.11;5.668;-60.55;-71.29;1014.65;0.77;2.85;2.69;0
55551;102219.48;3.676;-56.15;-75.20;1003.91;1.47;0.18;-0.92;0
55653;102218.64;-8.272;-51.76;-73.73;989.26;-0.57;-0.23;-3.25;0
55755;102220.80;21.140;-61.04;-78.61;995.12;0.68;3.67;-1.97;0
55857;102219.39;-13.787;-66.89;-65.43;999.51;0.15;2.50;-3.30;0
55959;102219.16;-2.298;-57.13;-83.98;1000.49;1.73;-1.26;-1.85;0
56061;102219.02;-1.379;-62.01;-79.59;1013.18;1.95;0.06;-1.34;0
56163;102219.52;4.902;-52.25;-77.64;986.33;-0.01;-0.61;-1.19;0
56265;102219.95;4.289;-54.20;-56.15;996.09;1.56;-4.09;-0.73;0
56367;102220.25;2.911;-51.27;-86.43;1009.28;1.40;2.66;-1.02;0
56469;102219.03;-11.949;-50.78;-69.34;992.68;-0.25;2.36;1.76;0
56571;102217.78;-12.255;-61.52;-74.22;987.30;-0.19;-0.79;0.56;0
56673;102220.38;25.429;-52.25;-74.71;1000.00;0.11;-1.11;0.73;0
56775;102220.08;-2.911;-68.36;-83.50;1018.07;-0.15;0.68;-0.27;0
56877;102219.06;-9.957;-48.34;-67.38;1022.46;0.74;-3.68;0.05;0
56979;102219.31;2.451;-62.99;-70.31;1027.83;0.79;0.73;-1.49;1
57081;102219.75;4.289;-53.22;-79.10;1037.11;2.38;3.15;-1.95;1
57183;102218.39;-13.327;-56.15;-71.78;1010.25;0.43;0.37;-2.24;0
57285;102220.39;19.608;-53.71;-84.47;1040.53;-0.33;-1.53;-0.11;1
57387;102219.50;-8.732;-64.94;-88.87;1049.80;1.99;-0.84;-2.09;1
57489;102219.42;-0.766;-48.34;-75.20;1031.25;1.06;0.65;0.02;1
57591;102218.11;-12.868;-54.69;-70.80;1055.18;-0.19;-1.02;-0.02;1
57693;102217.98;-1.225;-64.45;-96.19;1072.27;0.53;-0.85;-0.18;1
57795;102218.55;5.515;-62.50;-80.57;1045.90;0.93;-0.34;-4.66;1
57897;102217.38;-11.489;-58.11;-84.47;1035.64;-0.27;1.72;0.36;1
57999;102216.81;-5.515;-65.43;-84.96;1061.52;1.44;0.13;-1.79;1
58101;102215.58;-12.102;-67.87;-88.87;1051.27;3.47;1.75;-2.29;1
58203;102215.52;-0.613;-52.73;-78.12;1051.76;2.83;2.44;-1.33;1
58305;102213.38;-20.987;-74.22;-76.17;1085.45;2.05;-0.58;-0.13;1
58407;102211.56;-17.770;-55.18;-72.27;1052.25;0.39;-2.02;0.59;1
58509;102211.69;1.225;-58.59;-77.15;1051.27;1.23;-0.24;-0.58;1
58611;102209.63;-20.221;-59.08;-79.10;1048.34;0.15;2.93;0.28;1
58713;102207.84;-17.463;-50.29;-71.78;1003.91;2.44;-1.89;-1.77;0
58815;102207.64;-1.991;-66.41;-65.43;1040.53;0.88;0.76;0.26;1
58917;102207.36;-2.757;-56.64;-61.52;1045.41;0.55;0.77;-2.42;1
59019;102205.23;-20.833;-65.43;-75.68;1009.28;2.24;3.22;-1.85;0
59121;102205.25;0.153;-74.71;-69.82;1023.44;3.03;0.58;-0.49;0
59223;102202.42;-27.727;-46.39;-85.94;1025.39;0.07;-1.51;-1.50;1
59325;102201.30;-11.029;-57.13;-69.34;1022.95;1.07;2.95;0.44;0
59427;102200.63;-6.587;-59.08;-70.31;1025.88;2.63;3.67;0.34;0
59529;102199.72;-8.885;-69.82;-87.40;1021.97;-0.78;-0.18;-1.31;0
59631;102198.31;-13.787;-51.27;-68.85;1002.44;0.18;-2.79;-0.83;0
59733;102196.47;-18.076;-64.45;-87.89;1019.53;0.46;0.66;2.14;0
59835;102196.13;-3.370;-70.80;-79.59;984.37;-0.04;0.44;-0.62;0
59937;102194.97;-11.336;-50.78;-64.94;980.96;1.24;1.55;-1.44;0
60039;102193.14;-17.923;-50.78;-75.68;1001.95;0.90;2.23;-1.56;0
60141;102193.16;0.153;-48.34;-69.34;959.47;0.18;1.95;-2.56;1
60243;102192.28;-8.578;-47.36;-71.78;961.43;2.08;-0.85;-2.67;1
60345;102191.06;-11.949;-59.08;-82.52;967.29;-0.08;-1.16;0.37;0
60447;102190.45;-5.974;-48.83;-58.11;943.85;2.28;-1.15;-2.37;1
60549;102189.42;-10.110;-39.55;-65.92;942.38;-0.70;-1.20;0.16;1
60651;102188.34;-10.570;-59.08;-82.03;942.38;1.02;0.19;0.39;1
60753;102188.28;-0.613;-41.50;-72.27;932.13;1.18;0.49;0.68;1
60855;102186.59;-16.544;-66.41;-75.20;957.03;0.89;1.74;-1.93;1
60957;102186.14;-4.442;-45.41;-64.45;931.64;-0.15;1.34;-1.05;1
61059;102186.06;-0.766;-43.46;-60.55;940.92;1.98;0.22;-1.65;1
61161;102185.92;-1.379;-58.11;-62.50;970.21;1.18;-0.10;-1.89;0
61263;102186.39;4.596;-55.66;-77.64;948.73;2.03;-1.00;-0.50;1
61365;102185.50;-8.732;-53.71;-53.22;945.80;-0.97;0.03;-2.86;1
61467;102184.33;-11.489;-44.92;-74.71;956.54;0.79;0.81;-0.11;1
61569;102184.89;5.515;-44.43;-69.34;935.55;0.65;0.43;-1.37;1
61671;102185.69;7.812;-54.69;-72.75;957.52;1.27;2.00;-0.02;1
61773;102184.20;-14.553;-60.06;-70.31;978.52;2.19;2.44;-2.05;0
61875;102184.58;3.676;-57.62;-62.50;956.05;2.74;2.97;-1.47;1
61977;102184.94;3.523;-56.15;-70.31;998.54;1.61;-1.16;0.66;0
62079;102185.25;3.064;-47.36;-74.71;979.00;-0.78;-0.21;-1.65;0
62181;102183.39;-18.229;-53.71;-74.22;968.26;2.18;0.66;-0.05;0
62283;102184.36;9.498;-61.04;-91.80;989.75;0.14;-1.55;-1.78;0
62385;102184.56;1.991;-56.64;-80.57;979.49;0.05;1.15;-0.22;0
62487;102184.50;-0.613;-50.78;-61.04;993.65;0.23;-0.90;0.02;0
62589;102185.31;7.966;-62.01;-81.54;1007.81;-0.04;-0.72;0.35;0
62691;102184.19;-11.029;-59.08;-81.05;976.07;1.11;-0.61;1.91;0
62793;102183.80;-3.830;-61.52;-81.54;1002.93;1.02;-0.46;-1.11;0
62895;102183.73;-0.613;-54.69;-82.52;1000.49;-0.02;1.57;0.70;0
62997;102184.83;10.723;-42.97;-71.78;1000.49;1.60;0.51;-2.31;0
63099;102184.55;-2.757;-65.92;-85.94;1018.07;1.15;-0.16;-2.16;0
63201;102184.98;4.289;-66.41;-68.85;987.30;-0.79;0.18;-0.61;0
63303;102184.66;-3.217;-63.48;-78.61;1016.11;1.06;0.44;1.02;0
63405;102184.75;0.919;-55.18;-66.89;1008.79;0.95;-0.73;-0.70;0
63507;102186.67;18.842;-54.20;-70.31;986.33;-0.17;1.47;1.13;0
63609;102184.72;-19.148;-55.18;-83.98;1001.95;-1.14;-1.92;-1.47;0
63711;102185.08;3.523;-64.45;-64.94;990.23;1.57;-1.65;-0.73;0
63813;102184.83;-2.451;-60.55;-66.89;1007.32;-1.16;-0.20;0.28;0
63915;102184.56;-2.604;-52.73;-70.80;1002.93;1.41;0.79;-1.96;0
64017;102185.38;7.966;-52.73;-59.08;986.82;0.24;-1.20;-0.44;0
64119;102185.05;-3.217;-65.43;-66.41;998.05;1.69;-0.37;-1.55;0
64221;102184.78;-2.604;-52.25;-72.75;1008.30;0.89;1.98;0.82;0
64323;102185.63;8.272;-40.53;-61.04;992.68;1.66;2.01;2.39;0
64425;102185.30;-3.217;-50.78;-66.89;1009.28;0.18;-0.21;-1.05;0
64527;102183.34;-19.148;-52.73;-73.24;1001.46;0.59;-1.17;-2.25;0
64629;102184.80;14.246;-63.96;-74.22;987.79;0.91;2.57;-1.19;0
64731;102184.38;-4.136;-51.27;-83.01;1022.95;2.63;1.23;-2.71;0
64833;102185.06;6.740;-53.22;-78.61;988.77;-2.90;0.39;-0.92;0
64935;102185.25;1.838;-61.52;-63.96;1004.39;0.77;1.35;-1.37;0
65037;102185.63;3.676;-53.71;-55.66;997.07;0.93;0.47;0.11;0
65139;102184.27;-13.327;-53.22;-72.75;987.30;0.15;2.27;-1.37;0
65241;102183.94;-3.217;-46.88;-70.31;1009.28;0.38;0.20;-0.79;0
65343;102183.56;-3.676;-45.41;-88.38;987.79;0.47;1.31;-0.37;0
65445;102184.56;9.804;-50.78;-66.89;995.12;2.12;0.30;-0.54;0
65547;102185.11;5.362;-70.31;-85.45;1011.23;1.53;1.00;-2.71;0
65649;102184.98;-1.225;-56.15;-69.34;983.89;-0.72;0.39;-0.34;0
65751;102185.05;0.613;-54.69;-63.48;1023.93;1.21;0.79;0.08;0
65853;102184.47;-5.668;-54.20;-69.34;996.58;0.83;-3.17;-0.24;0
65955;102184.52;0.460;-60.06;-82.52;998.05;2.08;1.75;1.45;0
66057;102185.42;8.885;-57.62;-82.03;1013.67;-1.39;0.56;-2.00;0
66159;102183.61;-17.770;-50.29;-67.38;1004.39;1.62;0.40;-0.62;0
66261;102186.27;26.042;-54.69;-80.08;993.65;-1.27;0.35;-1.76;0
66363;102184.75;-14.859;-53.22;-68.85;1024.90;1.74;-0.40;-1.21;0
66465;102184.22;-5.208;-62.50;-80.08;1007.32;-0.29;-0.79;-0.29;0
66567;102184.77;5.362;-59.57;-77.15;1000.49;-0.72;1.53;-0.43;0
66669;102185.19;4.136;-48.83;-73.73;998.05;0.79;-0.85;0.73;0
66771;102184.84;-3.370;-60.06;-69.82;982.91;2.78;0.17;-1.15;0
66873;102185.44;5.821;-62.99;-81.05;1022.46;1.74;-1.51;1.20;0
66975;102185.13;-3.064;-47.36;-73.24;991.21;1.37;-0.46;-0.92;0
67077;102185.52;3.830;-52.73;-63.48;1026.86;0.61;-0.16;-0.89;1
67179;102184.92;-5.821;-39.06;-74.71;1005.37;0.18;1.34;-3.08;0
67281;102184.84;-0.766;-52.25;-79.59;994.14;0.10;0.55;0.72;0
67383;102184.36;-4.749;-65.43;-85.94;989.26;-1.53;-2.16;0.30;0
67485;102186.50;20.987;-57.62;-64.94;979.00;1.03;-0.08;-2.24;0
67587;102185.36;-11.183;-76.17;-75.20;995.61;0.92;2.04;-3.35;0
67689;102184.78;-5.668;-64.45;-68.85;1000.00;0.69;-1.15;-1.12;0
67791;102183.73;-10.263;-51.27;-82.03;989.26;0.83;-0.17;-0.64;0
67893;102184.53;7.812;-55.18;-74.22;1001.95;0.82;-0.18;-0.93;0
67995;102184.48;-0.460;-49.32;-67.87;978.52;-0.11;-0.14;-0.18;0
68097;102184.56;0.766;-83.98;-69.82;1003.42;0.98;-0.95;-1.53;0
68199;102183.91;-6.434;-49.80;-78.12;1002.93;0.34;1.89;-2.35;0
68301;102184.52;5.974;-43.46;-62.99;990.72;1.45;1.32;-1.87;0
68403;102185.48;9.498;-58.59;-79.59;1003.42;0.41;-1.69;0.28;0
68505;102185.50;0.153;-59.57;-74.71;986.82;0.86;3.13;-0.31;0
68607;102184.05;-14.246;-60.06;-73.24;1014.16;0.07;1.69;-1.66;0
68709;102184.77;7.047;-46.39;-65.92;1004.39;0.92;0.64;1.22;0
68811;102185.03;2.604;-50.29;-66.41;991.21;1.37;0.50;-1.15;0
68913;102184.78;-2.451;-58.11;-82.03;999.51;0.32;2.11;-0.04;0
69015;102185.23;4.442;-54.20;-71.78;999.51;1.15;0.01;-3.31;0
69117;102184.59;-6.281;-57.62;-82.52;1015.62;0.76;2.37;0.13;0
69219;102185.80;11.795;-67.87;-77.64;986.82;0.46;2.44;0.38;0
69321;102185.16;-6.281;-61.04;-62.99;1003.42;1.86;-1.34;-0.50;0
69423;102184.81;-3.370;-63.48;-82.52;1008.79;0.33;0.31;1.23;0
69525;102185.02;1.991;-42.97;-62.99;992.68;0.85;-0.37;-1.08;0
69627;102184.72;-2.911;-52.73;-79.10;996.58;1.21;3.24;-0.07;0
69729;102185.58;8.425;-45.90;-74.71;995.12;0.69;-1.06;0.39;0
69831;102184.19;-13.634;-41.02;-63.48;1008.30;1.52;-1.70;-0.89;0
69933;102184.72;5.208;-58.59;-73.73;988.77;0.99;3.67;-1.86;0
70035;102183.61;-10.876;-62.50;-73.24;990.23;2.69;0.81;0.64;0
70137;102184.98;13.480;-50.78;-90.33;1014.16;-0.98;-2.15;-1.90;0
70239;102185.34;3.523;-55.18;-69.34;989.75;0.89;1.92;-1.41;0
70341;102184.75;-5.821;-47.85;-76.17;1005.86;2.76;-1.30;-3.53;0
70443;102185.19;4.289;-52.73;-78.61;1006.84;-0.20;1.60;-1.89;0
70545;102184.75;-4.289;-57.62;-76.17;994.14;0.67;0.94;-1.85;0
70647;102185.20;4.442;-59.08;-81.54;1006.84;-0.35;1.93;-1.00;0
70749;102184.86;-3.370;-49.80;-65.92;989.26;0.93;0.08;0.06;0
70851;102185.33;4.596;-67.87;-85.94;1013.18;0.21;1.87;-0.09;0
70953;102185.02;-3.064;-44.92;-67.87;996.09;-1.11;0.85;0.07;0
71055;102184.28;-7.200;-49.80;-70.80;994.63;0.34;-0.38;-0.61;0
71157;102183.58;-6.893;-53.22;-76.17;1000.00;2.57;-1.18;-0.17;0
71259;102184.14;5.515;-50.78;-67.87;1005.37;-0.04;0.18;-2.50;0
71361;102184.48;3.370;-48.83;-79.59;1007.81;-0.47;1.25;-0.02;0
71463;102185.45;9.498;-55.66;-68.36;979.49;0.28;0.13;-1.37;0
71565;102183.63;-17.923;-62.99;-79.59;1009.77;0.43;-1.12;-2.31;0
71667;102185.41;17.463;-51.27;-74.71;1005.86;0.48;-1.85;-1.20;0
71769;102186.19;7.659;-46.39;-67.38;995.12;2.45;0.78;-2.84;0
71871;102183.59;-25.429;-60.06;-68.36;1011.72;0.68;1.02;0.05;0
71973;102185.02;13.940;-56.64;-70.31;998.54;1.86;-1.70;-0.61;0
72075;102184.47;-5.362;-53.22;-79.59;1002.93;1.28;-0.53;0.33;0
72177;102183.94;-5.208;-54.69;-81.54;998.54;-0.12;1.84;0.73;0
72279;102184.78;8.272;-55.66;-87.40;1021.97;2.76;3.72;-0.05;0
72381;102184.53;-2.451;-49.32;-66.41;988.28;0.92;0.65;-2.47;0
72483;102183.91;-6.127;-67.38;-84.47;1003.42;-0.59;2.42;-0.94;0
72585;102184.20;2.911;-61.04;-71.29;1001.46;2.31;-0.39;-1.33;0
72687;102184.83;6.127;-45.41;-75.68;1007.32;1.47;0.66;-2.62;0
