Time_ms; Pressure_Pa; Floor_Marker
27032; 100979.27;0
27083; 100981.50;0
27134; 100981.95;0
27185; 100982.09;0
27236; 100981.38;0
27287; 100984.50;0
27338; 100985.22;0
27389; 100985.53;0
27440; 100985.27;0
27491; 100986.25;0
27542; 100987.14;0
27593; 100987.98;0
27644; 100987.84;0
27695; 100988.47;0
27746; 100990.06;0
27797; 100990.97;0
27848; 100991.14;0
27899; 100991.58;0
27950; 100993.33;0
28001; 100993.48;0
28052; 100993.33;0
28103; 100993.94;0
28154; 100995.52;0
28205; 100996.05;0
28256; 100994.72;0
28307; 100995.52;0
28358; 100998.95;0
28409; 100997.92;0
28460; 100998.45;0
28511; 100999.97;0
28562; 101000.17;0
28613; 101001.42;0
28664; 101002.53;0
28715; 101002.75;0
28766; 101003.33;0
28817; 101003.44;0
28868; 101004.02;0
28919; 101004.97;0
28970; 101005.52;0
29021; 101006.53;0
29072; 101005.06;0
29123; 101006.77;0
29174; 101008.81;0
29225; 101009.34;0
29276; 101008.88;0
29327; 101010.08;0
29378; 101010.28;0
29429; 101010.50;0
29480; 101010.77;0
29531; 101012.17;0
29582; 101012.89;0
29633; 101014.14;0
29684; 101013.58;0
29735; 101014.92;0
29786; 101014.98;0
29837; 101016.56;0
29888; 101017.38;0
29939; 101018.31;0
29990; 101019.84;0
30041; 101018.08;0
30092; 101019.27;0
30143; 101019.73;0
30194; 101020.55;0
30245; 101022.67;0
30296; 101020.67;0
30347; 101023.94;0
30398; 101024.81;0
30449; 101023.27;0
30500; 101024.36;0
30551; 101024.33;0
30602; 101025.59;0
30653; 101026.77;0
30704; 101026.69;0
30755; 101028.58;0
30806; 101028.44;0
30857; 101028.66;0
30908; 101029.88;0
30959; 101029.86;0
31010; 101030.78;0
31061; 101031.48;0
31112; 101032.25;0
31163; 101032.77;0
31214; 101033.33;0
31265; 101034.28;0
31316; 101033.50;0
31367; 101035.13;0
31418; 101036.59;0
31469; 101037.34;0
31520; 101037.42;0
31571; 101038.20;0
31622; 101039.42;0
31673; 101038.94;0
31724; 101039.70;0
31775; 101039.09;0
31826; 101041.61;0
31877; 101043.52;0
31928; 101042.52;0
31979; 101042.80;0
32030; 101044.02;0
32081; 101043.88;0
32132; 101047.03;0
32183; 101046.17;0
32234; 101047.00;0
32285; 101046.39;0
32336; 101048.05;0
32387; 101048.31;0
32438; 101049.38;0
32489; 101049.72;0
32540; 101050.66;0
32591; 101051.66;0
32642; 101050.86;0
32693; 101050.73;0
32744; 101052.70;0
32795; 101053.23;0
32846; 101054.81;0
32897; 101054.41;0
32948; 101054.95;0
32999; 101057.17;0
33050; 101055.88;0
33101; 101056.88;0
33152; 101058.89;0
33203; 101058.42;0
33254; 101059.44;0
33305; 101060.34;0
33356; 101060.00;0
33407; 101060.52;0
33458; 101062.05;0
33509; 101063.14;0
33560; 101063.27;0
33611; 101064.08;0
33662; 101064.39;0
33713; 101064.66;0
33764; 101066.58;0
33815; 101066.44;0
33866; 101067.13;0
33917; 101070.23;0
33968; 101068.72;0
34019; 101069.55;0
34070; 101069.58;0
34121; 101069.64;0
34172; 101072.94;0
34223; 101071.75;0
34274; 101073.70;0
34325; 101074.25;0
34376; 101074.36;0
34427; 101073.67;0
34478; 101075.50;0
34529; 101075.69;0
34580; 101077.11;0
34631; 101077.09;0
34682; 101076.25;0
34733; 101078.42;0
34784; 101078.94;0
34835; 101079.11;0
34886; 101080.27;0
34937; 101081.77;0
34988; 101081.11;0
35039; 101082.50;0
35090; 101082.41;0
35141; 101083.84;0
35192; 101084.23;0
35243; 101084.92;0
35294; 101085.61;0
35345; 101086.75;0
35396; 101086.64;0
35447; 101088.48;0
35498; 101088.69;0
35549; 101087.03;0
35600; 101088.91;0
35651; 101089.09;0
35702; 101090.81;0
35753; 101091.36;0
35804; 101093.11;0
35855; 101093.05;0
35906; 101093.17;0
35957; 101093.80;0
36008; 101095.08;0
36059; 101095.06;0
36110; 101094.80;0
36161; 101095.02;0
36212; 101096.47;0
36263; 101096.56;0
36314; 101097.84;0
36365; 101097.83;0
36416; 101097.86;0
36467; 101099.05;0
36518; 101098.78;0
36569; 101098.53;0
36620; 101100.63;0
36671; 101100.80;0
36722; 101101.41;0
36773; 101100.92;0
36824; 101101.50;0
36875; 101101.78;0
36926; 101103.45;0
36977; 101103.09;1
37028; 101102.27;1
37079; 101102.77;1
37130; 101104.41;1
37181; 101104.70;1
37232; 101103.42;1
37283; 101105.66;1
37334; 101104.70;1
37385; 101105.61;1
37436; 101105.94;1
37487; 101105.33;1
37538; 101105.17;1
37589; 101106.55;1
37640; 101107.91;1
37691; 101106.95;1
37742; 101105.45;1
37793; 101105.88;1
37844; 101106.42;1
37895; 101107.00;1
37946; 101108.70;1
37997; 101108.31;1
38048; 101107.56;1
38099; 101107.58;1
38150; 101108.45;1
38201; 101108.56;1
38252; 101108.36;1
38303; 101108.38;1
38354; 101108.05;1
38405; 101108.25;1
38456; 101108.28;1
38507; 101109.16;1
38558; 101107.95;1
38609; 101109.17;1
38660; 101110.03;1
38711; 101109.73;1
38762; 101110.06;1
38813; 101109.55;1
38864; 101109.83;1
38915; 101108.67;1
38966; 101110.00;1
39017; 101108.81;1
39068; 101108.83;1
39119; 101109.31;1
39170; 101108.17;1
39221; 101109.89;1
39272; 101108.17;1
39323; 101107.58;1
39374; 101109.98;1
39425; 101109.23;1
39476; 101109.00;1
39527; 101109.72;1
39578; 101109.64;1
39629; 101110.16;1
39680; 101110.17;1
39731; 101108.58;1
39782; 101111.00;1
39833; 101109.77;1
39884; 101110.44;1
39935; 101109.31;1
39986; 101109.86;1
40037; 101108.73;1
40088; 101109.11;1
40139; 101108.61;1
40190; 101109.72;1
40241; 101109.22;1
40292; 101109.28;1
40343; 101110.22;1
40394; 101110.06;1
40445; 101109.20;1
40496; 101109.95;1
40547; 101109.97;1
40598; 101109.34;1
40649; 101110.81;1
40700; 101109.55;1
40751; 101109.83;1
40802; 101108.78;1
40853; 101107.80;1
40904; 101109.52;1
40955; 101109.48;1
41006; 101110.14;1
41057; 101109.88;1
41108; 101108.20;1
41159; 101108.80;1
41210; 101110.17;1
41261; 101109.41;1
41312; 101108.97;1
41363; 101108.64;1
41414; 101108.03;1
41465; 101108.56;1
41516; 101109.42;1
41567; 101108.86;1
41618; 101110.78;1
41669; 101109.19;1
41720; 101109.23;1
41771; 101108.50;1
41822; 101109.84;1
41873; 101108.81;1
41924; 101109.80;1
41975; 101109.11;1
42026; 101108.98;1
42077; 101110.48;1
42128; 101109.20;1
42179; 101109.59;1
42230; 101107.91;1
42281; 101108.02;1
42332; 101109.53;1
42383; 101109.33;1
42434; 101108.08;1
42485; 101108.89;1
42536; 101110.17;1
42587; 101109.78;1
42638; 101109.81;1
42689; 101108.89;1
42740; 101109.48;1
42791; 101109.16;1
42842; 101109.44;1
42893; 101109.69;1
42944; 101109.47;1
42995; 101109.14;0
43046; 101110.41;0
43097; 101108.19;0
43148; 101109.13;0
43199; 101108.73;0
43250; 101110.08;0
43301; 101109.14;0
43352; 101110.17;0
43403; 101108.83;0
43454; 101109.20;0
43505; 101110.63;0
43556; 101111.13;0
43607; 101108.73;0
43658; 101109.31;0
43709; 101109.52;0
43760; 101109.56;0
43811; 101108.95;0
43862; 101109.02;0
43913; 101109.64;0
43964; 101107.94;0
44015; 101109.89;0
44066; 101108.36;0
44117; 101110.31;0
44168; 101110.67;0
44219; 101109.72;0
44270; 101110.02;0
44321; 101108.47;0
44372; 101109.88;0
44423; 101109.97;0
44474; 101109.97;0
44525; 101109.03;0
44576; 101109.73;0
44627; 101109.66;0
44678; 101109.86;0
44729; 101110.70;0
44780; 101110.45;0
44831; 101109.63;0
44882; 101109.16;0
44933; 101109.83;0
44984; 101110.19;0
45035; 101109.86;0
45086; 101109.67;0
45137; 101109.50;0
45188; 101109.52;0
45239; 101110.16;0
45290; 101110.03;0
45341; 101110.52;0
45392; 101109.06;0
45443; 101109.08;0
45494; 101109.05;0
45545; 101110.11;0
45596; 101109.77;0
45647; 101109.13;0
45698; 101109.73;0
45749; 101109.88;0
45800; 101110.09;0
45851; 101110.36;0
45902; 101110.67;0
45953; 101109.08;0
46004; 101110.08;0
46055; 101109.73;0
46106; 101110.55;0
46157; 101110.39;0
46208; 101110.66;0
46259; 101111.45;0
46310; 101109.23;0
46361; 101108.42;0
46412; 101109.09;0
46463; 101109.95;0
46514; 101110.11;0
46565; 101110.45;0
46616; 101110.17;0
46667; 101109.95;0
46718; 101109.23;0
46769; 101110.52;0
46820; 101110.61;0
46871; 101108.89;0
46922; 101109.73;0
46973; 101109.38;0
47024; 101108.39;0
47075; 101109.58;0
47126; 101109.44;0
47177; 101109.80;0
47228; 101109.95;0
47279; 101109.25;0
47330; 101110.13;0
47381; 101110.06;0
47432; 101110.03;0
47483; 101110.45;0
47534; 101111.86;0
47585; 101110.47;0
47636; 101110.20;0
47687; 101109.67;0
47738; 101109.50;0
47789; 101110.28;0
47840; 101110.38;0
47891; 101110.39;0
47942; 101109.66;0
47993; 101109.25;0
48044; 101109.84;0
48095; 101109.53;0
48146; 101110.55;0
48197; 101109.73;0
48248; 101110.39;0
48299; 101109.41;0
48350; 101109.36;0
48401; 101110.03;0
48452; 101110.16;0
48503; 101109.19;0
48554; 101111.20;0
48605; 101111.30;0
48656; 101109.50;0
48707; 101111.03;0
48758; 101109.34;0
48809; 101110.23;0
48860; 101109.20;0
48911; 101110.16;0
48962; 101109.66;0
49013; 101111.08;0
49064; 101109.70;0
49115; 101111.19;0
49166; 101109.00;0
49217; 101108.95;0
49268; 101109.92;0
49319; 101109.08;0
49370; 101110.17;0
49421; 101107.98;0
49472; 101109.47;0
49523; 101111.19;0
49574; 101109.75;0
49625; 101110.67;0
49676; 101109.84;0
49727; 101111.45;0
49778; 101110.48;0
49829; 101110.58;0
49880; 101109.11;0
49931; 101110.23;0
49982; 101109.39;0
50033; 101109.88;0
50084; 101108.78;0
50135; 101110.39;0
50186; 101109.31;0
50237; 101110.02;0
50288; 101108.00;0
50339; 101110.20;0
50390; 101108.41;0
50441; 101110.13;0
50492; 101109.77;0
50543; 101110.83;0
50594; 101109.80;0
50645; 101110.06;0
50696; 101110.86;0
50747; 101111.92;0
50798; 101109.63;0
50849; 101110.23;0
50900; 101109.95;0
50951; 101108.50;0
51002; 101110.98;0
51053; 101110.05;0
51104; 101109.41;0
51155; 101109.47;0
51206; 101110.28;0
51257; 101109.50;0
51308; 101109.55;0
51359; 101109.11;0
51410; 101110.66;0
51461; 101111.28;0
51512; 101109.83;0
51563; 101110.72;0
51614; 101110.05;0
51665; 101111.00;0
51716; 101110.27;0
51767; 101110.92;0
51818; 101109.09;0
51869; 101109.17;0
51920; 101110.11;0
51971; 101109.67;0
52022; 101109.33;0
52073; 101111.88;0
52124; 101111.05;0
52175; 101110.84;0
52226; 101109.19;0
52277; 101109.56;0
52328; 101110.27;0
52379; 101111.25;0
52430; 101108.33;0
52481; 101109.72;0
52532; 101109.95;0
52583; 101109.25;0
52634; 101109.66;0
52685; 101108.47;0
52736; 101109.66;0
52787; 101109.30;0
52838; 101108.86;0
52889; 101108.58;0
52940; 101110.11;0
52991; 101107.63;0
53042; 101109.64;0
53093; 101109.23;0
53144; 101107.44;0
53195; 101107.72;0
53246; 101107.73;0
53297; 101107.25;0
53348; 101107.56;0
53399; 101107.06;0
53450; 101106.75;0
53501; 101105.72;0
53552; 101105.48;0
53603; 101105.67;0
53654; 101105.14;0
53705; 101104.25;0
53756; 101104.05;0
53807; 101103.25;0
53858; 101104.31;0
53909; 101102.72;0
53960; 101104.27;0
54011; 101102.69;0
54062; 101101.73;0
54113; 101100.63;0
54164; 101100.16;0
54215; 101098.77;0
54266; 101100.78;0
54317; 101100.28;0
54368; 101098.11;0
54419; 101097.41;0
54470; 101097.91;0
54521; 101097.17;0
54572; 101097.17;0
54623; 101096.50;0
54674; 101094.34;0
54725; 101094.88;0
54776; 101093.33;0
54827; 101093.91;0
54878; 101093.97;0
54929; 101092.23;0
54980; 101091.19;0
55031; 101090.70;0
55082; 101090.97;0
55133; 101091.44;0
55184; 101089.30;0
55235; 101088.69;0
55286; 101089.05;0
55337; 101088.69;0
55388; 101089.03;0
55439; 101088.70;0
55490; 101085.13;0
55541; 101086.45;0
55592; 101085.88;0
55643; 101085.84;0
55694; 101086.22;0
55745; 101084.03;0
55796; 101084.67;0
55847; 101082.81;0
55898; 101082.73;0
55949; 101082.08;0
56000; 101081.58;0
56051; 101079.81;0
56102; 101080.84;0
56153; 101080.63;0
56204; 101079.86;0
56255; 101078.86;0
56306; 101078.05;0
56357; 101077.69;0
56408; 101078.67;0
56459; 101078.44;0
56510; 101078.31;0
56561; 101076.92;0
56612; 101076.58;0
56663; 101076.19;0
56714; 101075.70;0
56765; 101075.31;0
56816; 101075.47;0
56867; 101074.67;0
56918; 101074.33;0
56969; 101075.28;0
57020; 101074.06;0
57071; 101073.56;0
57122; 101074.55;0
57173; 101073.31;0
57224; 101074.66;0
57275; 101073.13;0
57326; 101073.02;0
57377; 101072.56;0
57428; 101072.22;0
57479; 101070.66;0
57530; 101071.50;0
57581; 101072.42;0
57632; 101071.22;0
57683; 101071.72;0
57734; 101072.38;0
57785; 101070.02;0
57836; 101073.02;0
57887; 101070.81;0
57938; 101069.63;0
57989; 101071.81;0
58040; 101070.25;0
58091; 101070.66;0
58142; 101070.95;0
58193; 101070.09;0
58244; 101070.06;0
58295; 101070.39;0
58346; 101069.59;0
58397; 101069.31;0
58448; 101070.34;0
58499; 101069.22;0
58550; 101069.52;0
58601; 101068.48;0
58652; 101069.13;0
58703; 101069.75;0
58754; 101069.59;0
58805; 101069.69;0
58856; 101069.02;0
58907; 101068.81;0
58958; 101068.80;0
59009; 101068.25;0
59060; 101070.23;0
59111; 101068.23;0
59162; 101068.75;0
59213; 101069.42;0
59264; 101069.19;0
59315; 101067.69;0
59366; 101067.19;0
59417; 101068.58;0
59468; 101070.95;1
59519; 101067.83;1
59570; 101068.38;1
59621; 101069.05;1
59672; 101068.30;1
59723; 101069.13;1
59774; 101068.98;1
59825; 101068.78;1
59876; 101069.34;1
59927; 101069.41;1
59978; 101068.58;1
60029; 101069.23;1
60080; 101069.67;1
60131; 101069.50;1
60182; 101069.72;1
60233; 101068.56;1
60284; 101067.98;1
60335; 101068.59;1
60386; 101068.34;1
60437; 101069.39;1
60488; 101069.23;1
60539; 101069.58;1
60590; 101069.91;1
60641; 101068.06;1
60692; 101068.16;1
60743; 101069.06;1
60794; 101068.52;1
60845; 101068.67;1
60896; 101069.03;1
60947; 101067.89;1
60998; 101069.53;1
61049; 101070.20;1
61100; 101069.13;1
61151; 101069.02;1
61202; 101066.97;1
61253; 101068.53;1
61304; 101068.25;1
61355; 101069.16;1
61406; 101068.98;1
61457; 101069.00;1
61508; 101069.31;1
61559; 101068.67;1
61610; 101070.02;1
61661; 101068.92;1
61712; 101067.91;1
61763; 101067.91;1
61814; 101069.63;1
61865; 101070.08;1
61916; 101070.00;1
61967; 101068.52;1
62018; 101068.33;1
62069; 101066.52;1
62120; 101069.56;1
62171; 101068.91;1
62222; 101068.14;1
62273; 101070.98;1
62324; 101067.64;1
62375; 101068.31;1
62426; 101068.45;1
62477; 101067.80;1
62528; 101068.89;1
62579; 101069.88;1
62630; 101069.67;1
62681; 101069.06;1
62732; 101070.16;1
62783; 101069.14;1
62834; 101069.94;1
62885; 101068.94;1
62936; 101069.83;1
62987; 101069.47;1
63038; 101069.20;1
63089; 101067.88;1
63140; 101068.34;1
63191; 101069.06;1
63242; 101070.36;1
63293; 101068.31;1
63344; 101069.52;1
63395; 101069.72;1
63446; 101068.13;1
63497; 101070.42;1
63548; 101069.34;1
63599; 101069.03;1
63650; 101069.03;1
63701; 101068.41;0
63752; 101068.94;0
63803; 101070.14;0
63854; 101069.55;0
63905; 101068.91;0
63956; 101069.64;0
64007; 101069.23;0
64058; 101069.89;0
64109; 101069.75;0
64160; 101070.48;0
64211; 101070.00;0
64262; 101069.14;0
64313; 101070.03;0
64364; 101069.75;0
64415; 101069.19;0
64466; 101069.36;0
64517; 101071.09;0
64568; 101069.22;0
64619; 101068.14;0
64670; 101069.59;0
64721; 101070.31;0
64772; 101070.34;0
64823; 101069.45;0
64874; 101069.88;0
64925; 101069.84;0
64976; 101069.92;0
65027; 101069.47;0
65078; 101069.88;0
65129; 101069.36;0
65180; 101069.56;0
65231; 101069.52;0
65282; 101070.36;0
65333; 101069.84;0
65384; 101069.73;0
65435; 101069.72;0
65486; 101070.02;0
65537; 101067.91;0
65588; 101070.69;0
65639; 101069.48;0
65690; 101068.94;0
65741; 101069.69;0
65792; 101069.69;0
65843; 101069.05;0
65894; 101068.39;0
65945; 101069.05;0
65996; 101069.19;0
66047; 101069.20;0
66098; 101069.36;0
66149; 101069.44;0
66200; 101069.67;0
66251; 101069.44;0
66302; 101068.47;0
66353; 101068.89;0
66404; 101070.14;0
66455; 101069.33;0
66506; 101070.42;0
66557; 101068.59;0
66608; 101070.16;0
66659; 101070.05;0
66710; 101071.22;0
66761; 101070.25;0
66812; 101070.23;0
66863; 101069.56;0
66914; 101070.66;0
66965; 101069.91;0
67016; 101070.44;0
67067; 101070.09;0
67118; 101069.19;0
67169; 101070.31;0
67220; 101070.11;0
67271; 101070.08;0
67322; 101070.11;0
67373; 101069.44;0
67424; 101070.00;0
67475; 101070.66;0
67526; 101070.27;0
67577; 101069.25;0
67628; 101070.50;0
67679; 101070.81;0
67730; 101069.50;0
67781; 101069.81;0
67832; 101069.58;0
67883; 101069.20;0
67934; 101071.31;0
67985; 101070.50;0
68036; 101069.33;0
68087; 101070.77;0
68138; 101069.17;0
68189; 101069.44;0
68240; 101069.61;0
68291; 101070.67;0
68342; 101068.70;0
68393; 101070.05;0
68444; 101070.06;0
68495; 101069.28;0
68546; 101070.13;0
68597; 101069.06;0
68648; 101069.33;0
68699; 101070.80;0
68750; 101069.55;0
68801; 101070.16;0
68852; 101068.31;0
68903; 101069.47;0
68954; 101069.77;0
69005; 101069.48;0
69056; 101070.11;0
69107; 101069.36;0
69158; 101067.70;0
69209; 101070.83;0
69260; 101069.09;0
69311; 101070.06;0
69362; 101069.16;0
69413; 101068.94;0
69464; 101069.39;0
69515; 101070.23;0
69566; 101070.20;0
69617; 101069.55;0
69668; 101068.06;0
69719; 101069.53;0
69770; 101068.16;0
69821; 101069.02;0
69872; 101068.98;0
69923; 101069.08;0
69974; 101067.33;0
70025; 101067.22;0
70076; 101067.84;0
70127; 101068.63;0
70178; 101067.73;0
70229; 101066.69;0
70280; 101067.70;0
70331; 101067.83;0
70382; 101066.20;0
70433; 101066.78;0
70484; 101064.75;0
70535; 101066.31;0
70586; 101065.39;0
70637; 101064.19;0
70688; 101065.75;0
70739; 101065.47;0
70790; 101065.33;0
70841; 101064.67;0
70892; 101064.30;0
70943; 101063.81;0
70994; 101063.56;0
71045; 101062.78;0
71096; 101063.16;0
71147; 101061.72;0
71198; 101062.25;0
71249; 101060.80;0
71300; 101059.38;0
71351; 101059.17;0
71402; 101059.98;0
71453; 101060.06;0
71504; 101058.39;0
71555; 101057.98;0
71606; 101056.58;0
71657; 101057.67;0
71708; 101056.94;0
71759; 101058.17;0
71810; 101057.11;0
71861; 101054.67;0
71912; 101055.11;0
71963; 101054.56;0
72014; 101053.80;0
72065; 101053.05;0
72116; 101053.78;0
72167; 101052.69;0
72218; 101051.34;0
72269; 101051.98;0
72320; 101049.89;0
72371; 101050.34;0
72422; 101050.41;0
72473; 101050.03;0
72524; 101048.47;0
72575; 101047.52;0
72626; 101047.88;0
72677; 101048.13;0
72728; 101046.61;0
72779; 101046.00;0
72830; 101045.31;0
72881; 101043.86;0
72932; 101043.31;0
72983; 101043.66;0
